one huge opportunity .	one huge opportunity .	NUM ADJ N;SG _
disney cruises , is a simple answer to this .	disney cruise , be a simple answer to this .	PROPN;SG N;PL _ 3;FIN;IND;PRS;SG;V DET;INDF ADJ N;SG ADP PRO;SG _
please let me know if you would like for me to conference you in .	please let i know if you would like for i to conference you in .	INTJ FIN;IMP;V 1;ACC;PRO;SG NFIN;V CONJ 2;NOM;PRO FIN;V NFIN;V CONJ 1;ACC;PRO;SG PART NFIN;V 2;ACC;PRO ADV _
as far as i know , everything is as good as it can be where his aquarium is concerned .	as far as i know , everything be as good as it can be where he aquarium be concerned .	ADV ADV CONJ 1;NOM;PRO;SG FIN;IND;PRS;V _ PRO;SG 3;FIN;IND;PRS;SG;V ADV ADJ CONJ 3;NEUT;NOM;PRO;SG FIN;V NFIN;V ADV 3;MASC;PRO;SG N;SG 3;FIN;IND;PRS;SG;V ADJ _
cj and company did all that we ask and 10 times more .	cj and company do all that we ask and 10 time more .	PROPN;SG CONJ N;SG FIN;IND;PST;V DET PRO 1;NOM;PL;PRO FIN;IND;PRS;V CONJ NUM N;PL ADJ;CMPR _
nzers : have you decided who you 're going to vote for ?	nzers : have you decide who you be go to vote for ?	PL;PROPN _ FIN;IND;PRS;V 2;NOM;PRO PST;V;V.PTCP PRO 2;NOM;PRO FIN;IND;PRS;V V;V.MSDR PART NFIN;V ADP _
thai food and asian .	thai food and asian .	ADJ N;SG CONJ ADJ _
really , i have no idea what you 're talking about .	really , i have no idea what you be talk about .	ADV _ 1;NOM;PRO;SG FIN;IND;PRS;V DET N;SG PRO 2;NOM;PRO FIN;IND;PRS;V PRS;V;V.PTCP ADP _
if not , what is ?	if not , what be ?	CONJ PART _ PRO 3;FIN;IND;PRS;SG;V _
they also do n't tell you that they 're going to mail you an " application " to be admitted to be a patient .	they also do not tell you that they be go to mail you a " application " to be admit to be a patient .	3;NOM;PL;PRO ADV FIN;IND;PRS;V PART NFIN;V 2;NOM;PRO CONJ 3;NOM;PL;PRO FIN;IND;PRS;V V;V.MSDR PART NFIN;V 2;NOM;PRO DET;INDF _ N;SG _ PART NFIN;V PST;V;V.PTCP PART NFIN;V DET;INDF N;SG _
you have to pay cash only before they start unloading track on your destination .	you have to pay cash only before they start unload track on you destination .	2;NOM;PRO FIN;IND;PRS;V PART NFIN;V N;SG ADV CONJ 3;NOM;PL;PRO FIN;IND;PRS;V V;V.MSDR N;SG ADP 2;PRO N;SG _
my role with firefox and the mozilla project will remain largely unchanged , i will continue doing much the same work as i have described above - with the new goal of successful 1.1 , 1.5 and 2.0 releases .	my role with firefox and the mozilla project will remain largely unchanged , i will continue do much the same work as i have describe above - with the new goal of successful 1.1 , 1.5 and 2.0 release .	1;PRO;SG N;SG ADP PROPN;SG CONJ DEF;DET PROPN;SG N;SG FIN;V NFIN;V ADV ADJ _ 1;NOM;PRO;SG FIN;V NFIN;V V;V.MSDR ADV DEF;DET ADJ N;SG CONJ 1;NOM;PRO;SG FIN;IND;PRS;V PST;V;V.PTCP ADV _ ADP DEF;DET ADJ N;SG ADP ADJ NUM _ NUM CONJ NUM N;PL _
sandra	sandra	PROPN;SG
it s great to know you can get great service , great product , and for the best price all in one !	it be great to know you can get great service , great product , and for the best price all in one !	3;NEUT;NOM;PRO;SG 3;FIN;IND;PRS;SG;V ADJ PART NFIN;V 2;NOM;PRO FIN;V NFIN;V ADJ N;SG _ ADJ N;SG _ CONJ ADP DEF;DET ADJ;RL N;SG DET ADP NUM _
sara	sara	PROPN;SG
bradley 's record of 300 phenophases found that even prior to 1999 , spring was arriving in higher latitudes several weeks earlier than in the earlier years of her data .	bradley 's record of 300 phenophase find that even prior to 1999 , spring be arrive in higher latitudes several week earlier than in the earlier year of she data .	PROPN;SG PART N;SG ADP NUM N;PL FIN;IND;PST;V CONJ ADV ADJ ADP NUM _ N;SG 3;FIN;IND;PST;SG;V PRS;V;V.PTCP ADP ADJ;CMPR N;PL ADJ N;PL ADV;CMPR ADP ADP DEF;DET ADJ;CMPR N;PL ADP 3;FEM;PRO;SG N;SG _
it has long been known osama bin laden was interested in using cropdusters to disperse biological agents ( since the testimony of millennium bomber ahmed ressam ) .	it have long be know osama bin laden be interested in use cropduster to disperse biological agent ( since the testimony of millennium bomber ahmed ressam ) .	3;NEUT;NOM;PRO;SG 3;FIN;IND;PRS;SG;V ADV PST;V;V.PTCP PASS;PST;V;V.PTCP PROPN;SG PROPN;SG PROPN;SG 3;FIN;IND;PST;SG;V ADJ CONJ V;V.MSDR N;PL PART NFIN;V ADJ N;PL _ ADP DEF;DET N;SG ADP N;SG N;SG PROPN;SG PROPN;SG _ _
this french born , french trained chef and his creative partners offer a taste fresh , locally sourced , fabulously prepared food in the most unlikely of locations .	this french bear , french train chef and he creative partner offer a taste fresh , locally source , fabulously prepare food in the most unlikely of location .	DET;SG ADJ PST;V;V.PTCP _ ADJ PST;V;V.PTCP N;SG CONJ 3;MASC;PRO;SG ADJ N;PL FIN;IND;PRS;V DET;INDF N;SG ADJ _ ADV PST;V;V.PTCP _ ADV PST;V;V.PTCP N;SG ADP DEF;DET ADV ADJ ADP N;PL _
thanks for bright star tours .	thanks for bright star tours .	N;SG ADP PROPN;SG PROPN;SG PL;PROPN _
jared , ruth and i are going to go over all the florida activity tomorrow morning .	jared , ruth and i be go to go over all the florida activity tomorrow morning .	PROPN;SG _ PROPN;SG CONJ 1;NOM;PRO;SG FIN;IND;PRS;V PRS;V;V.PTCP PART NFIN;V ADV DET DEF;DET PROPN;SG N;SG N;SG N;SG _
i had a dead battery last week and called this company since they were the closest they had very quick service for a monday morning , thanks again guys .	i have a dead battery last week and call this company since they be the closest they have very quick service for a monday morning , thanks again guy .	1;NOM;PRO;SG FIN;IND;PST;V DET;INDF ADJ N;SG ADJ N;SG CONJ FIN;IND;PST;V DET;SG N;SG CONJ 3;NOM;PL;PRO FIN;IND;PST;V DEF;DET ADJ;RL 3;NOM;PL;PRO FIN;IND;PST;V ADV ADJ N;SG ADP DET;INDF PROPN;SG N;SG _ N;SG ADV N;PL _
nancy	nancy	PROPN;SG
making the country safer	make the country safer	V;V.MSDR DEF;DET N;SG ADJ;CMPR
this is a ralph 's	this be a ralph 's	PRO;SG 3;FIN;IND;PRS;SG;V DET;INDF PROPN;SG PART
if some of john kerry 's wounds were superficial , bush received no wounds .	if some of john kerry 's wound be superficial , bush receive no wound .	CONJ DET ADP PROPN;SG PROPN;SG PART N;PL FIN;IND;PST;V ADJ _ PROPN;SG FIN;IND;PST;V DET N;PL _
the chlorine and ammonia ( choramine ) are not good for the eggs .	the chlorine and ammonia ( choramine ) be not good for the egg .	DEF;DET N;SG CONJ N;SG _ N;SG _ FIN;IND;PRS;V PART ADJ ADP DEF;DET N;PL _
perhaps had we not gone into this restaurant believing zahav was going to be golden as its name suggests ( and as the many golden reviews seem to attest ) , we would have enjoyed a decent little expensive experience .	perhaps have we not go into this restaurant believe zahav be go to be golden as its name suggest ( and as the many golden review seem to attest ) , we would have enjoy a decent little expensive experience .	ADV FIN;IND;PST;V 1;NOM;PL;PRO PART PST;V;V.PTCP ADP DET;SG N;SG V;V.MSDR PROPN;SG 3;FIN;IND;PST;SG;V PRS;V;V.PTCP PART NFIN;V ADJ CONJ 3;NEUT;PRO;SG N;SG 3;FIN;IND;PRS;SG;V _ CONJ CONJ DEF;DET ADJ ADJ N;PL FIN;IND;PRS;V PART NFIN;V _ _ 1;NOM;PL;PRO FIN;V NFIN;V PST;V;V.PTCP DET;INDF ADJ ADJ ADJ N;SG _
dr. harris :	dr. harris :	PROPN;SG PROPN;SG _
5 - number of states that do not use the word " evolution " in public school science courses .	5 - number of state that do not use the word " evolution " in public school science course .	NUM _ N;SG ADP N;PL PRO FIN;IND;PRS;V PART NFIN;V DEF;DET N;SG _ N;SG _ ADP ADJ N;SG N;SG N;PL _
did you get a chance to find those gtc's for ena that you can forward this way ?	do you get a chance to find those gtc' for ena that you can forward this way ?	FIN;IND;PST;V 2;NOM;PRO NFIN;V DET;INDF N;SG PART NFIN;V DET;PL N;PL ADP N;SG PRO 2;NOM;PRO FIN;V NFIN;V DET;SG N;SG _
chris and ben did a marvelous job for thanksgiving , i can testify that it was one of the best thanksgiv8ing dinners i 've ever had ( i not gon na tell them that , i do n't want them getting swell heads ) .	chris and ben do a marvelous job for thanksgiving , i can testify that it be one of the best thanksgiving dinner i have ever have ( i not go to tell they that , i do not want they get swell head ) .	PROPN;SG CONJ PROPN;SG FIN;IND;PST;V DET;INDF ADJ N;SG ADP PROPN;SG _ 1;NOM;PRO;SG FIN;V NFIN;V CONJ 3;NEUT;NOM;PRO;SG 3;FIN;IND;PST;SG;V NUM ADP DEF;DET ADJ;RL PROPN;SG N;PL 1;NOM;PRO;SG FIN;IND;PRS;V ADV PST;V;V.PTCP _ 1;NOM;PRO;SG ADV PRS;V;V.PTCP PART NFIN;V 3;ACC;PL;PRO PRO;SG _ 1;NOM;PRO;SG FIN;IND;PRS;V PART NFIN;V 3;ACC;PL;PRO V;V.MSDR ADJ N;PL _ _
comfortable and clean beds , a bit noisy when people were coming in late from a night out , but we did n't mind too much as we were also just coming in from a night out !	comfortable and clean bed , a bit noisy when people be come in late from a night out , but we do not mind too much as we be also just come in from a night out !	ADJ CONJ ADJ N;PL _ DET;INDF N;SG ADJ ADV N;PL FIN;IND;PST;V PRS;V;V.PTCP ADV ADV ADP DET;INDF N;SG ADV _ CONJ 1;NOM;PL;PRO FIN;IND;PST;V PART NFIN;V ADV ADV CONJ 1;NOM;PL;PRO FIN;IND;PST;V ADV ADV PRS;V;V.PTCP ADV ADP DET;INDF N;SG ADV _
03/15/2001 04:17 pm	03/15/2001 04:17 pm	NUM NUM N;SG
" another generation of heavy metal has taken over , and -- sorry -- it ai n't just about strippers and dope .	" another generation of heavy metal have take over , and -- sorry -- it be not just about stripper and dope .	_ DET N;SG ADP ADJ N;SG 3;FIN;IND;PRS;SG;V PST;V;V.PTCP ADP _ CONJ _ INTJ _ 3;NEUT;NOM;PRO;SG 3;FIN;IND;PRS;SG;V PART ADV ADP N;PL CONJ N;SG _
i was n't going to use them again , but i was going to leave it at that .	i be not go to use they again , but i be go to leave it at that .	1;NOM;PRO;SG 1;FIN;IND;PST;SG;V PART PRS;V;V.PTCP PART NFIN;V 3;ACC;PL;PRO ADV _ CONJ 1;NOM;PRO;SG 1;FIN;IND;PST;SG;V PRS;V;V.PTCP PART NFIN;V 3;ACC;NEUT;PRO;SG ADP PRO;SG _
august 12 , 2000	august 12 , 2000	PROPN;SG NUM _ NUM
you are the only one auto glass repair shop in the area i would count on .	you be the only one auto glass repair shop in the area i would count on .	2;NOM;PRO FIN;IND;PRS;V DEF;DET ADJ NUM N;SG N;SG N;SG N;SG ADP DEF;DET N;SG 1;NOM;PRO;SG FIN;V NFIN;V ADP _
not sure if i am going to buy 17 " or 16 " wheels for the winter .	not sure if i be go to buy 17 " or 16 " wheel for the winter .	PART ADJ CONJ 1;NOM;PRO;SG 1;FIN;IND;PRS;SG;V PRS;V;V.PTCP PART NFIN;V NUM N;SG CONJ NUM N;SG N;PL ADP DEF;DET N;SG _
they are surrounded by a second wider circle of direct supporters , planners , commanders , preachers , all of whom make a living , usually a very comfortable living , by serving as terror infrastructure .	they be surround by a second wider circle of direct supporter , planner , commander , preacher , all of whom make a living , usually a very comfortable living , by serve as terror infrastructure .	3;NOM;PL;PRO FIN;IND;PRS;V PASS;PST;V;V.PTCP ADP DET;INDF ADJ ADJ;CMPR N;SG ADP ADJ N;PL _ N;PL _ N;PL _ N;PL _ DET ADP PRO FIN;IND;PRS;V DET;INDF N;SG _ ADV DET;INDF ADV ADJ N;SG _ CONJ V;V.MSDR ADP N;SG N;SG _
the design of the model and its potential economics could be key to how worthy the effort might be .	the design of the model and its potential economics could be key to how worthy the effort might be .	DEF;DET N;SG ADP DEF;DET N;SG CONJ 3;NEUT;PRO;SG ADJ N;PL FIN;V NFIN;V ADJ CONJ ADV ADJ DEF;DET N;SG FIN;V NFIN;V _
it 's also on the net .	it be also on the net .	3;NEUT;NOM;PRO;SG 3;FIN;IND;PRS;SG;V ADV ADP DEF;DET N;SG _
" all you have to do is look at the photographs , " ed bangs , wolf recovery coordinator for the u.s. fish and wildlife service , told upi 's blue planet ,	" all you have to do be look at the photograph , " ed bangs , wolf recovery coordinator for the u.s. fish and wildlife service , tell upi 's blue planet ,	_ DET 2;NOM;PRO FIN;IND;PRS;V PART NFIN;V 3;FIN;IND;PRS;SG;V NFIN;V ADP DEF;DET N;PL _ _ PROPN;SG PROPN;SG _ N;SG N;SG N;SG ADP DEF;DET PROPN;SG PROPN;SG CONJ PROPN;SG PROPN;SG _ FIN;IND;PST;V PROPN;SG PART PROPN;SG PROPN;SG _
max	max	PROPN;SG
this place is marginal at best .	this place be marginal at best .	DET;SG N;SG 3;FIN;IND;PRS;SG;V ADJ ADV ADV;RL _
the hydor slimskim nano is a good nano protein skimmer , it 's an in - tank design that could easily sit in your sump .	the hydor slimskim nano be a good nano protein skimmer , it be a in - tank design that could easily sit in you sump .	DEF;DET PROPN;SG PROPN;SG PROPN;SG 3;FIN;IND;PRS;SG;V DET;INDF ADJ N;SG N;SG N;SG _ 3;NEUT;NOM;PRO;SG 3;FIN;IND;PRS;SG;V DET;INDF ADP _ N;SG N;SG PRO FIN;V ADV NFIN;V ADP 2;PRO N;SG _
reply	reply	FIN;IMP;V
also , i purchased some furniture last year and all has been great !	also , i purchase some furniture last year and all have be great !	ADV _ 1;NOM;PRO;SG FIN;IND;PST;V DET N;SG ADJ N;SG CONJ DET 3;FIN;IND;PRS;SG;V PST;V;V.PTCP ADJ _
by using the word " islamic " as an adjective bush was purposely not associating muslims with fascism , hence the qualifier .	by use the word " islamic " as a adjective bush be purposely not associate muslims with fascism , hence the qualifier .	CONJ V;V.MSDR DEF;DET N;SG _ ADJ _ ADP DET;INDF N;SG PROPN;SG 3;FIN;IND;PST;SG;V ADV PART PRS;V;V.PTCP PL;PROPN ADP N;SG _ ADV DEF;DET N;SG _
i got a coupon from pennysaver for this station .	i get a coupon from pennysaver for this station .	1;NOM;PRO;SG FIN;IND;PST;V DET;INDF N;SG ADP PROPN;SG ADP DET;SG N;SG _
darla is amazing , i would recoment her to anyone .	darla be amazing , i would recoment she to anyone .	PROPN;SG 3;FIN;IND;PRS;SG;V ADJ _ 1;NOM;PRO;SG FIN;V NFIN;V 3;ACC;FEM;PRO;SG ADP PRO;SG _
" the problem is not with the palestinian resistance groups but with israel 's scheme to destroy the palestinians ' infrastructure , " habib said .	" the problem be not with the palestinian resistance group but with israel 's scheme to destroy the palestinians 's infrastructure , " habib say .	_ DEF;DET N;SG 3;FIN;IND;PRS;SG;V PART ADP DEF;DET ADJ N;SG N;PL CONJ ADP PROPN;SG PART N;SG PART NFIN;V DEF;DET PL;PROPN PART N;SG _ _ PROPN;SG FIN;IND;PST;V _
colombo , too , seems to be in an intractable position .	colombo , too , seem to be in a intractable position .	PROPN;SG _ ADV _ 3;FIN;IND;PRS;SG;V PART NFIN;V ADP DET;INDF ADJ N;SG _
spanish priest & leading player .	spanish priest & lead player .	ADJ N;SG CONJ V;V.MSDR N;SG _
regards ,	regards ,	N;PL _
good local bike shop	good local bike shop	ADJ ADJ N;SG N;SG
this writer has for years regarded the best solution to the kashmir problem as being the trifurcation of the indian part of the state into a hindu - majority jammu , a buddhist - dominated ladakh and the overwhelmingly muslim kashmir valley , with the third state given little of taxpayers ' money but substantial autonomy .	this writer have for year regard the best solution to the kashmir problem as be the trifurcation of the indian part of the state into a hindu - majority jammu , a buddhist - dominate ladakh and the overwhelmingly muslim kashmir valley , with the third state give little of taxpayer 's money but substantial autonomy .	DET;SG N;SG 3;FIN;IND;PRS;SG;V ADP N;PL PST;V;V.PTCP DEF;DET ADJ;RL N;SG ADP DEF;DET PROPN;SG N;SG CONJ V;V.MSDR DEF;DET N;SG ADP DEF;DET ADJ N;SG ADP DEF;DET N;SG ADP DET;INDF ADJ _ N;SG PROPN;SG _ DET;INDF PROPN;SG _ PST;V;V.PTCP PROPN;SG CONJ DEF;DET ADV ADJ PROPN;SG PROPN;SG _ CONJ DEF;DET ADJ N;SG PST;V;V.PTCP N;SG ADP N;PL PART N;SG CONJ ADJ N;SG _
you must go after the head of the " family " .	you must go after the head of the " family " .	2;NOM;PRO FIN;V NFIN;V ADP DEF;DET N;SG ADP DEF;DET _ N;SG _ _
bush is reported to have asked a flustered musharraf .	bush be report to have ask a flustered musharraf .	PROPN;SG 3;FIN;IND;PRS;SG;V PASS;PST;V;V.PTCP PART NFIN;V PST;V;V.PTCP DET;INDF ADJ PROPN;SG _
remember seeing " stop making sense " at cinema 21 multiple times !	remember see " stop make sense " at cinema 21 multiple time !	FIN;IND;PRS;V V;V.MSDR _ NFIN;V V;V.MSDR PROPN;SG _ ADP PROPN;SG NUM ADJ N;PL _
good day mate !	good day mate !	ADJ N;SG N;SG _
because they had room to do 5000 , they created the larger amount , and shipped them early .	because they have room to do 5000 , they create the larger amount , and ship they early .	CONJ 3;NOM;PL;PRO FIN;IND;PST;V N;SG PART NFIN;V NUM _ 3;NOM;PL;PRO FIN;IND;PST;V DEF;DET ADJ;CMPR N;SG _ CONJ FIN;IND;PST;V 3;ACC;PL;PRO ADV _
05/25/2001 10:44 am	05/25/2001 10:44 am	NUM NUM N;SG
the bottom line is that the food is n't great and is relatively high - priced .	the bottom line be that the food be not great and be relatively high - priced .	DEF;DET ADJ N;SG 3;FIN;IND;PRS;SG;V CONJ DEF;DET N;SG 3;FIN;IND;PRS;SG;V PART ADJ CONJ 3;FIN;IND;PRS;SG;V ADV ADJ _ ADJ _
then , when we moved out , we cleaned the apartment top to bottom , they came back and tried to charge us for two cleaning fees ( and we never got our deposit back ) and past utilities ( that were already paid , we have check numbers and records of this ) .	then , when we move out , we clean the apartment top to bottom , they come back and try to charge we for two cleaning fee ( and we never get we deposit back ) and past utility ( that be already pay , we have check number and record of this ) .	ADV _ ADV 1;NOM;PL;PRO FIN;IND;PST;V ADP _ 1;NOM;PL;PRO FIN;IND;PST;V DEF;DET N;SG N;SG ADP N;SG _ 3;NOM;PL;PRO FIN;IND;PST;V ADV CONJ FIN;IND;PST;V PART NFIN;V 1;ACC;PL;PRO ADP NUM N;SG N;PL _ CONJ 1;NOM;PL;PRO ADV FIN;IND;PST;V 1;PL;PRO N;SG ADV _ CONJ ADJ N;PL _ PRO FIN;IND;PST;V ADV PASS;PST;V;V.PTCP _ 1;NOM;PL;PRO FIN;IND;PRS;V N;SG N;PL CONJ N;PL ADP PRO;SG _ _
you will be greeted by many members of this wonderful family .	you will be greet by many member of this wonderful family .	2;NOM;PRO FIN;V NFIN;V PASS;PST;V;V.PTCP ADP ADJ N;PL ADP DET;SG ADJ N;SG _
can i buy a laptop in u.k and then take it to rep. ireland and put a irish pay , go dongle in it ?	can i buy a laptop in u.k and then take it to rep. ireland and put a irish pay , go dongle in it ?	FIN;V 1;NOM;PRO;SG NFIN;V DET;INDF N;SG ADP PROPN;SG CONJ ADV NFIN;V 3;NEUT;NOM;PRO;SG ADP PROPN;SG PROPN;SG CONJ NFIN;V DET;INDF ADJ NFIN;V _ NFIN;V N;SG ADP 3;ACC;NEUT;PRO;SG _
any of the tip - top places have great ice - cream , get them to mix it up .	any of the tip - top place have great ice - cream , get they to mix it up .	DET ADP DEF;DET ADJ _ ADJ N;PL FIN;IND;PRS;V ADJ N;SG _ N;SG _ FIN;IMP;V 3;ACC;PL;PRO PART NFIN;V 3;ACC;NEUT;PRO;SG ADP _
i go to see her to have my hair cut .	i go to see she to have my hair cut .	1;NOM;PRO;SG FIN;IND;PRS;V PART NFIN;V 3;ACC;FEM;PRO;SG PART NFIN;V 1;PRO;SG N;SG PST;V;V.PTCP _
i have recently been made aware of a help desk analyst job # 0000108806 that has become available in your department .	i have recently be make aware of a help desk analyst job # 0000108806 that have become available in you department .	1;NOM;PRO;SG FIN;IND;PRS;V ADV PST;V;V.PTCP PASS;PST;V;V.PTCP ADJ ADP DET;INDF N;SG N;SG N;SG N;SG N;SG NUM PRO 3;FIN;IND;PRS;SG;V PST;V;V.PTCP ADJ ADP 2;PRO N;SG _
you 'll have to drive 10 miles down 75 to allen .	you will have to drive 10 mile down 75 to allen .	2;NOM;PRO FIN;V NFIN;V PART NFIN;V NUM N;PL ADP NUM ADP PROPN;SG _
