suosittelisin , että sellaiset ihmiset menisivät nyt itseensä .	suositella , että sellainen ihminen mennä nyt itse .	1;ACT;COND;FIN;SG;V _ CONJ DET;NOM;PL N;NOM;PL 3;ACT;COND;FIN;PL;V ADV IN+ALL;PRO;PSS3;REFL;SG _
ruoka on tasoltaan yleisesti ottaen ihan syötävää , joskaan ei erinomaista .	ruoka olla taso yleisesti ottaa ihan syödä , joskaan ei erinomainen .	N;NOM;SG 3;ACT;FIN;IND;PRS;SG;V AT+ABL;N;PSS3;SG ADV ACT;INS;NFIN;V PART PASS;PRT;SG;V;V.PTCP _ CONJ 3;ACT;FIN;NEG;SG;V ADJ;PRT;SG _
alpo on lätkässä prätkiin oikein kunnolla .	alpo olla lätkä prätkä oikein kunnolla .	NOM;PROPN;SG 3;ACT;FIN;IND;PRS;SG;V IN+ESS;N;SG IN+ALL;N;PL ADV ADV _
virhe huomattiin vasta kun lehti oli jo painossa .	virhe huomata vasta kun lehti olla jo paino .	N;NOM;SG FIN;IND;PASS;PST;V PART CONJ N;NOM;SG 3;ACT;FIN;IND;PST;SG;V PART IN+ESS;N;SG _
joku tosin on nimennyt päivänkakkaran päivänkakkaraksi , mutta ilman mitään sen kummempia perusteluja .	joku tosin olla nimetä päivänkakkara päivänkakkara , mutta ilman mikään se kumma perustelu .	NOM;PRO;SG PART 3;ACT;FIN;IND;PRS;SG;V ACT;NOM;SG;V;V.PTCP GEN;N;SG N;SG;TRANS _ CONJ ADP DET;PRT DET;GEN;SG ADJ;CMPR;PL;PRT N;PL;PRT _
nyt miehet olivat puoli vuotta harjoitelleet tätä esitystä .	nyt mies olla puoli vuosi harjoitella tämä esitys .	ADV N;NOM;PL 3;ACT;FIN;IND;PL;PST;V NOM;NUM;SG N;PRT;SG ACT;NOM;PL;V;V.PTCP DET;PRT;SG N;PRT;SG _
lähteäkö vai ei ?	lähteä vai ei ?	ACT;NFIN;V CONJ 3;ACT;FIN;NEG;SG;V _
saanko kysymyksen	saada kysymys	1;ACT;FIN;IND;PRS;SG;V GEN;N;SG
hallituksesta ei ollut menojen supistajaksi .	hallitus ei olla meno supistaja .	IN+ABL;N;SG 3;ACT;FIN;NEG;SG;V ACT;FIN;IND;PST;SG;V GEN;N;PL N;SG;TRANS _
joko itse tankit vuotivat , tai kondenssireikien tulppaukset olivat liian heikkoja .	joko itse tankki vuotaa , tai kondenssireikä tulppaus olla liian heikko .	CONJ DET;NOM;REFL;SG N;NOM;PL 3;ACT;FIN;IND;PL;PST;V _ CONJ GEN;N;PL N;NOM;PL 3;ACT;FIN;IND;PL;PST;V ADV ADJ;PL;PRT _
aivan pilkulleen ketolan perustelua ei kannata ottaa .	aivan pilkku ketola perustelu ei kannattaa ottaa .	PART AT+ALL;N;PSS3;SG GEN;PROPN;SG N;PRT;SG 3;ACT;FIN;NEG;SG;V ACT;FIN;IND;PRS;V ACT;NFIN;V _
suomi lähti rynkyttämään itävaltaa väsyksiin ja nurin kovalla peruspelaamisella .	suomi lähteä rynkyttää itävalta väsyksiin ja nurin kova peruspelaaminen .	NOM;PROPN;SG 3;ACT;FIN;IND;PST;SG;V ACT;IN+ALL;NFIN;V PROPN;PRT;SG ADV CONJ ADV ADJ;AT+ESS;SG AT+ESS;N;SG _
kyl se on kuule niin kauhia outoo ette janne o toises pääs .	kyllä se olla kuule niin kauhea outo että janne olla toinen pää .	PART NOM;PRO;SG 3;ACT;FIN;IND;PRS;SG;V PART PART ADJ;GEN;SG ADJ;PRT;SG CONJ NOM;PROPN;SG 3;ACT;FIN;IND;PRS;SG;V DET;IN+ESS;SG IN+ESS;N;SG _
on mukavaa , että kaverit moikkaa kadulla .	olla mukava , että kaveri moikata katu .	3;ACT;FIN;IND;PRS;SG;V ADJ;PRT;SG _ CONJ N;NOM;PL 3;ACT;FIN;IND;PRS;SG;V AT+ESS;N;SG _
mikä-mikä-maa-aineiston tarkoituksena on tukea maahanmuuttajalasten kieli- ja kulttuuri-identiteettiä .	mikä-mikä-maa-aineisto tarkoitus olla tukea maahanmuuttajalapsi kieli- ja kulttuuri-identiteetti .	GEN;N;SG FRML;N;SG 3;ACT;FIN;IND;PRS;SG;V ACT;NFIN;V GEN;N;PL _ CONJ N;PRT;SG _
siinä veri punnitaan .	se veri punnita .	IN+ESS;PRO;SG N;NOM;SG FIN;IND;PASS;PRS;V _
ja tähän samaan tota kokonaisuuteen liitettäis yks tällanen kriittinen artikkeli siitä että mitkä on nää asiat joissa meillä jatkuvasti kangertelee .	ja tämä sama tuota kokonaisuus liittää yksi tällainen kriittinen artikkeli se että mikä olla nämä asia joka me jatkuvasti kangerrella .	CONJ DET;IN+ALL;SG DET;IN+ALL;SG PART IN+ALL;N;SG COND;FIN;PASS;V NOM;NUM;SG DET;NOM;SG ADJ;NOM;SG N;NOM;SG IN+ABL;PRO;SG CONJ NOM;PL;PRO 3;ACT;FIN;IND;PRS;SG;V DET;NOM;PL N;NOM;PL IN+ESS;PL;PRO 1;AT+ESS;PL;PRO ADV 3;ACT;FIN;IND;PRS;SG;V _
se ainoa oikea asumismuoto	se ainoa oikea asumismuoto	DET;NOM;SG ADJ;NOM;SG ADJ;NOM;SG N;NOM;SG
monella on varattuna jo hautapaikka	moni olla varata jo hautapaikka	AT+ESS;PRO;SG 3;ACT;FIN;IND;PRS;SG;V FRML;PASS;SG;V;V.PTCP PART N;NOM;SG
kun martti ahtisaari sitten noin tunnin lämmityksen jälkeen pääsi itse puhumaan , aiheena oli turvallisuuspolitiikka laajasti käsitettynä .	kun martti ahtisaari sitten noin tunti lämmitys jälkeen päästä itse puhua , aihe olla turvallisuuspolitiikka laajasti käsittää .	CONJ NOM;PROPN;SG NOM;PROPN;SG ADV PART GEN;N;SG GEN;N;SG ADP 3;ACT;FIN;IND;PST;SG;V NOM;PRO;REFL;SG ACT;IN+ALL;NFIN;V _ FRML;N;SG 3;ACT;FIN;IND;PST;SG;V N;NOM;SG ADV FRML;PASS;SG;V;V.PTCP _
tämä orkesteri harjoittelee laskematta minuutteja tai tunteja .	tämä orkesteri harjoitella laskea minuutti tai tunti .	DET;NOM;SG N;NOM;SG 3;ACT;FIN;IND;PRS;SG;V ACT;NFIN;PRIV;V N;PL;PRT CONJ N;PL;PRT _
kuori sisältää vain laskun	kuori sisältää vain lasku	N;NOM;SG 3;ACT;FIN;IND;PRS;SG;V PART GEN;N;SG
- eipä kai .	- ei kai .	_ 3;ACT;FIN;NEG;SG;V PART _
se annettiin jo portsarille .	se antaa jo portsari .	NOM;PRO;SG FIN;IND;PASS;PST;V PART AT+ALL;N;SG _
poliisit kertoivat silminnäkijöiden arvioita olevan useampiakin .	poliisi kertoa silminnäkijä arvio olla usea .	N;NOM;PL 3;ACT;FIN;IND;PL;PST;V GEN;N;PL N;PL;PRT ACT;GEN;SG;V;V.PTCP CMPR;PL;PRO;PRT _
ja ainahan tilatun työn voi peruuttaa , siis asiakas .	ja aina tilata työ voida peruuttaa , siis asiakas .	CONJ ADV GEN;PASS;SG;V;V.PTCP GEN;N;SG 3;ACT;FIN;IND;PRS;SG;V ACT;NFIN;V _ PART N;NOM;SG _
ei pitäisi tehdä hätäisiä johtopäätöksiä , jos kulutus nousee jollakin desimaalilla .	ei pitää tehdä hätäinen johtopäätös , jos kulutus nousta jokin desimaali .	3;ACT;FIN;NEG;SG;V ACT;COND;FIN;V ACT;NFIN;V ADJ;PL;PRT N;PL;PRT _ CONJ N;NOM;SG 3;ACT;FIN;IND;PRS;SG;V AT+ESS;DET;SG AT+ESS;N;SG _
olin niin hiljainen ett ei kukaan huomannut minua	olla niin hiljainen että ei kukaan huomata minä	1;ACT;FIN;IND;PST;SG;V PART ADJ;NOM;SG CONJ 3;ACT;FIN;NEG;SG;V NOM;PRO;SG ACT;FIN;IND;PST;SG;V 1;PRO;PRT;SG
yötä päivää	yö päivä	N;PRT;SG N;PRT;SG
se oli laiha ja likaisen vaalean värinen .	se olla laiha ja likainen vaalea värinen .	NOM;PRO;SG 3;ACT;FIN;IND;PST;SG;V ADJ;NOM;SG CONJ ADJ;GEN;SG ADJ;GEN;SG ADJ;NOM;SG _
ja pidät sitten huolen , ett et sotke välejä , kun ville-enon perinnön vuoksi joudutaan kuitenkin tulemaan jotenkin toimeen niitten kanssa .	ja pitää sitten huoli , että ei sotkea väli , kun ville-eno perintö vuoksi joutua kuitenkin tulla jotenkin toimi ne kanssa .	CONJ 2;ACT;FIN;IND;PRS;SG;V PART GEN;N;SG _ CONJ 2;ACT;FIN;NEG;SG;V ACT;FIN;IND;PRS;V N;PL;PRT _ CONJ GEN;PROPN;SG GEN;N;SG ADP FIN;IND;PASS;PRS;V PART ACT;IN+ALL;NFIN;V ADV IN+ALL;N;SG GEN;PL;PRO ADP _
kehitysuskon kulmakivi on uusi tekniikka ja tutkimus	kehitysusko kulmakivi olla uusi tekniikka ja tutkimus	GEN;N;SG N;NOM;SG 3;ACT;FIN;IND;PRS;SG;V ADJ;NOM;SG N;NOM;SG CONJ N;NOM;SG
tuota monille epämieluisaa tointa voi vältellä .	tuo moni epämieluisa toimi voida vältellä .	DET;PRT;SG AT+ALL;PL;PRO ADJ;PRT;SG N;PRT;SG 3;ACT;FIN;IND;PRS;SG;V ACT;NFIN;V _
näkijänaisen kirous	näkijänainen kirous	GEN;N;SG N;NOM;SG
luulen , että minulta tuli lapsivesi .	luulla , että minä tulla lapsivesi .	1;ACT;FIN;IND;PRS;SG;V _ CONJ 1;AT+ABL;PRO;SG 3;ACT;FIN;IND;PST;SG;V N;NOM;SG _
no se on ei se nyt aivan valmis mut sanotaan että viimeistelyä vaille	no se olla ei se nyt aivan valmis mutta sanoa että viimeistely vaille	INTJ NOM;PRO;SG 3;ACT;FIN;IND;PRS;SG;V 3;ACT;FIN;NEG;SG;V NOM;PRO;SG PART PART ADJ;NOM;SG CONJ FIN;IND;PASS;PRS;V CONJ N;PRT;SG ADP
niin oikein hyvää iltaa rakkaat katsojat ja tervetuloa seuraamme .	niin oikein hyvä ilta rakas katsoja ja tervetuloa seurata .	PART ADV ADJ;PRT;SG N;PRT;SG ADJ;NOM;PL N;NOM;PL CONJ PART 1;ACT;FIN;IND;PL;PRS;V _
kaikeksi onneksi varaosia on vielä kohtalaisen hyvin saatavana , vaikka tehdas ei niitä enää valmistakaan .	kaikki onni varaosa olla vielä kohtalainen hyvin saada , vaikka tehdas ei ne enää valmistaa .	DET;SG;TRANS N;SG;TRANS N;PL;PRT 3;ACT;FIN;IND;PRS;SG;V PART ADJ;GEN;SG ADV FRML;PASS;SG;V;V.PTCP _ CONJ N;NOM;SG 3;ACT;FIN;NEG;SG;V PL;PRO;PRT PART ACT;FIN;IND;PRS;V _
täytyminen muuttuu tahtomiseksi	täytyminen muuttua tahtominen	N;NOM;SG 3;ACT;FIN;IND;PRS;SG;V N;SG;TRANS
eurooppa näyttää selviytyneen suhdannetaantumastaan varsin nopeasti .	eurooppa näyttää selviytyä suhdannetaantuma varsin nopeasti .	NOM;PROPN;SG 3;ACT;FIN;IND;PRS;SG;V ACT;GEN;SG;V;V.PTCP IN+ABL;N;PSS3;SG PART ADV _
kuinka tästä voi selviytyä vahingoitta ?	kuinka tämä voida selviytyä vahinko ?	ADV IN+ABL;PRO;SG 3;ACT;FIN;IND;PRS;SG;V ACT;NFIN;V N;PL;PRIV _
elokuva-evita saa suomen ensi-iltansa keväällä .	elokuva-evita saada suomi ensi-ilta kevät .	NOM;PROPN;SG 3;ACT;FIN;IND;PRS;SG;V GEN;PROPN;SG GEN;N;PSS3;SG AT+ESS;N;SG _
lähden , jos sinäkin lähdet .	lähteä , jos sinä lähteä .	1;ACT;FIN;IND;PRS;SG;V _ CONJ 2;NOM;PRO;SG 2;ACT;FIN;IND;PRS;SG;V _
hallitus maksattaa veronkevennykset köyhillä .	hallitus maksattaa veronkevennys köyhä .	N;NOM;SG 3;ACT;FIN;IND;PRS;SG;V N;NOM;PL ADJ;AT+ESS;PL _
ka niin kyllä myö on huomennakki on ajateltu että lähettään jonnekki ajeleksimmaan kahtelemmaan varsinni jos tämmönen keli on ni ,	ka niin kyllä me olla huomenna olla ajatella että lähteä jonnekin ajelehtia katsella varsinkin jos tämmöinen keli olla niin ,	PART PART PART 1;NOM;PL;PRO 3;ACT;FIN;IND;PRS;SG;V ADV 3;ACT;FIN;IND;PRS;SG;V NOM;PASS;SG;V;V.PTCP CONJ FIN;IND;PASS;PRS;V ADV ACT;IN+ALL;NFIN;V ACT;IN+ALL;NFIN;V PART CONJ DET;NOM;SG N;NOM;SG 3;ACT;FIN;IND;PRS;SG;V PART _
se se vasta kaheli on , kaahaa moottoripyörineen mitä mahdottomimmissa paikoissa .	se se vasta kaheli olla , kaahata moottoripyörä mitä mahdoton paikka .	NOM;PRO;SG NOM;PRO;SG PART ADJ;NOM;SG 3;ACT;FIN;IND;PRS;SG;V _ 3;ACT;FIN;IND;PRS;SG;V COM;N;PSS3 PART ADJ;IN+ESS;PL;RL IN+ESS;N;PL _
uskoako ihmiseen	uskoa ihminen	ACT;NFIN;V IN+ALL;N;SG
mennään nils joku päivä lounaalle sitte jooko .	mennä nils joku päivä lounas sitten jooko .	FIN;IND;PASS;PRS;V NOM;PROPN;SG DET;NOM;SG N;NOM;SG AT+ALL;N;SG PART PART _
peilit säätyvät sähköllä .	peili säätyä sähkö .	N;NOM;PL 3;ACT;FIN;IND;PL;PRS;V AT+ESS;N;SG _
paikkakin heillä on katsottuna .	paikka he olla katsoa .	N;NOM;SG 3;AT+ESS;PL;PRO 3;ACT;FIN;IND;PRS;SG;V FRML;PASS;SG;V;V.PTCP _
kansaa kuin rovaniemen markkinoilla	kansa kuin rovaniemi markkinat	N;PRT;SG CONJ GEN;PROPN;SG AT+ESS;N;PL
iloinen thorne tulee esiin .	iloinen thorne tulla esiin .	ADJ;NOM;SG NOM;PROPN;SG 3;ACT;FIN;IND;PRS;SG;V ADV _
iljettävältä kuulostava litinä ja lätinä lähtee jokaiselle tutusta vesimelonista .	iljettävä kuulostaa litinä ja lätinä lähteä jokainen tuttu vesimeloni .	ADJ;AT+ABL;SG ACT;NOM;SG;V;V.PTCP N;NOM;SG CONJ N;NOM;SG 3;ACT;FIN;IND;PRS;SG;V AT+ALL;PRO;SG ADJ;IN+ABL;SG IN+ABL;N;SG _
yksi pojista karkasi miesten kimppuun puukon kanssa	yksi poika karata mies kimppuun puukko kanssa	NOM;NUM;SG IN+ABL;N;PL 3;ACT;FIN;IND;PST;SG;V GEN;N;PL ADP GEN;N;SG ADP
toivon ainakin , että palatessani huomaan hänen lähteneen .	toivoa ainakin , että palata huomata hän lähteä .	1;ACT;FIN;IND;PRS;SG;V PART _ CONJ ACT;IN+ESS;NFIN;PSS1S;V 1;ACT;FIN;IND;PRS;SG;V 3;GEN;PRO;SG ACT;GEN;SG;V;V.PTCP _
huippu-urheilijoiden syöttäminen on varsin kimuranttia touhua .	huippu-urheilija syöttäminen olla varsin kimurantti touhu .	GEN;N;PL N;NOM;SG 3;ACT;FIN;IND;PRS;SG;V PART ADJ;PRT;SG N;PRT;SG _
äänestä päätellen auto ajaa kovaa , joten sillä täytyy olla kiire .	ääni päätellä auto ajaa kovaa , joten se täytyä olla kiire .	IN+ABL;N;SG ACT;INS;NFIN;V N;NOM;SG 3;ACT;FIN;IND;PRS;SG;V ADV _ ADV AT+ESS;PRO;SG 3;ACT;FIN;IND;PRS;SG;V ACT;NFIN;V N;NOM;SG _
paljonko kello on ?	paljon kello olla ?	ADV N;NOM;SG 3;ACT;FIN;IND;PRS;SG;V _
tai keitä ruoka aamulla alulle , niin voit jättää kattilan päiväksi hautumaan ilman valvontaa , ja .	tai keittää ruoka aamu alku , niin voida jättää kattila päivä hautua ilman valvonta , ja .	CONJ 2;ACT;FIN;IMP;SG;V N;NOM;SG AT+ESS;N;SG AT+ALL;N;SG _ PART 2;ACT;FIN;IND;PRS;SG;V ACT;NFIN;V GEN;N;SG N;SG;TRANS ACT;IN+ALL;NFIN;V ADP N;PRT;SG _ CONJ _
rinteiden tulisi olla sääolot huomioon ottaen turvallisesti laskettavissa .	rinne tulla olla sääolo huomio ottaa turvallisesti laskea .	GEN;N;PL 3;ACT;COND;FIN;SG;V ACT;NFIN;V N;NOM;PL IN+ALL;N;SG ACT;INS;NFIN;V ADV IN+ESS;PASS;PL;V;V.PTCP _
pelaajaystävällisyydessä ovat kärkipäässä mm. mijaksen kentät .	pelaajaystävällisyys olla kärkipää mm. mijas kenttä .	IN+ESS;N;SG 3;ACT;FIN;IND;PL;PRS;V IN+ESS;N;SG PART GEN;PROPN;SG N;NOM;PL _
kelloa ei ole varastettu	kello ei olla varastaa	N;PRT;SG 3;ACT;FIN;NEG;SG;V ACT;FIN;IND;PRS;V NOM;PASS;SG;V;V.PTCP
pelkoa on sodan uhatessa vaikea voittaa , vaikka tieto turvapaikasta olisikin .	pelko olla sota uhata vaikea voittaa , vaikka tieto turvapaikka olla .	N;PRT;SG 3;ACT;FIN;IND;PRS;SG;V GEN;N;SG ACT;IN+ESS;NFIN;V ADJ;NOM;SG ACT;NFIN;V _ CONJ N;NOM;SG IN+ABL;N;SG 3;ACT;COND;FIN;SG;V _
äänestä sinä mieleisin tamma .	äänestää sinä mieleinen tamma .	2;ACT;FIN;IMP;SG;V 2;NOM;PRO;SG ADJ;NOM;RL;SG N;NOM;SG _
ennen kuin	ennen kuin	ADV CONJ
pöksyt pois !	pöksyt pois !	N;NOM;PL ADV _
arpelaa en tänne päästä .	arpela ei tänne päästää .	PROPN;PRT;SG 1;ACT;FIN;NEG;SG;V ADV ACT;FIN;IND;PRS;V _
kaikki pudistelivat päätään .	kaikki pudistella pää .	NOM;PRO 3;ACT;FIN;IND;PL;PST;V N;PRT;PSS3;SG _
tampereelta matkustaessa lauantai oli vapaapäivä , mutta jo sunnuntaina täytyi valmistua reissun päälle .	tampere matkustaa lauantai olla vapaapäivä , mutta jo sunnuntai täytyä valmistua reissu päälle .	AT+ABL;PROPN;SG ACT;IN+ESS;NFIN;V N;NOM;SG 3;ACT;FIN;IND;PST;SG;V N;NOM;SG _ CONJ PART FRML;N;SG 3;ACT;FIN;IND;PST;SG;V ACT;NFIN;V GEN;N;SG ADP _
tämä on niin hullu laji !	tämä olla niin hullu laji !	NOM;PRO;SG 3;ACT;FIN;IND;PRS;SG;V PART ADJ;NOM;SG N;NOM;SG _
tässä on justii yksip potilas käymässä että jos puhutaal lyhyehkösti .	tässä olla justiin yksi potilas käydä että jos puhua lyhyehkösti .	ADV 3;ACT;FIN;IND;PRS;SG;V PART NOM;NUM;SG N;NOM;SG ACT;IN+ESS;NFIN;V CONJ CONJ FIN;IND;PASS;PRS;V ADV _
joka aamu navetalle tulee lähiympäristön ihmisiä kannut kädessään .	joka aamu navetta tulla lähiympäristö ihminen kannu käsi .	DET N;NOM;SG AT+ALL;N;SG 3;ACT;FIN;IND;PRS;SG;V GEN;N;SG N;PL;PRT N;NOM;PL IN+ESS;N;PSS3;SG _
hän asuu nuorgamissa asti .	hän asua nuorgam asti .	3;NOM;PRO;SG 3;ACT;FIN;IND;PRS;SG;V IN+ESS;PROPN;SG ADP _
en soittanut .	ei soittaa .	1;ACT;FIN;NEG;SG;V ACT;FIN;IND;PST;SG;V _
älkää te siihen tunkeko .	ei te siihen tunkea .	2;ACT;FIN;IMP;NEG;PL;V 2;NOM;PL;PRO ADV ACT;FIN;IMP;V _
tuolla menolla olet sairaseläkkeellä muutamassa vuodessa	tuo meno olla sairaseläke muutama vuosi	AT+ESS;DET;SG AT+ESS;N;SG 2;ACT;FIN;IND;PRS;SG;V AT+ESS;N;SG DET;IN+ESS;SG IN+ESS;N;SG
puolella miljoonalla	puoli miljoona	AT+ESS;NUM;SG AT+ESS;NUM;SG
laskeuduimme kumiplantaasille , ja siitä jatkoimme yoeune sain kylään .	laskeutua kumiplantaasi , ja se jatkaa yoeune sai kylä .	1;ACT;FIN;IND;PL;PST;V AT+ALL;N;SG _ CONJ IN+ABL;PRO;SG 1;ACT;FIN;IND;PL;PST;V NOM;PROPN;SG GEN;PROPN;SG IN+ALL;N;SG _
asiakkaat joskus kyselevät , että vieläkö ensi keväänä jatkat .	asiakas joskus kysellä , että vielä ensi kevät jatkaa .	N;NOM;PL ADV 3;ACT;FIN;IND;PL;PRS;V _ CONJ PART ADJ FRML;N;SG 2;ACT;FIN;IND;PRS;SG;V _
minä tulen takaisin viiteen mennssä .	minä tulla takaisin viisi mennessä .	1;NOM;PRO;SG 1;ACT;FIN;IND;PRS;SG;V ADV IN+ALL;NUM;SG ADP _
onks hänkin opiskelija vai onks hän töissä .	olla hän opiskelija vai olla hän työ .	3;ACT;FIN;IND;PRS;SG;V 3;NOM;PRO;SG N;NOM;SG CONJ 3;ACT;FIN;IND;PRS;SG;V 3;NOM;PRO;SG IN+ESS;N;PL _
kaikki tulivat , mutta maija ei	kaikki tulla , mutta maija ei	NOM;PRO 3;ACT;FIN;IND;PL;PST;V _ CONJ NOM;PROPN;SG 3;ACT;FIN;NEG;SG;V
hänen tietääkseen asiaa on selvitetty .	hän tietää asia olla selvittää .	3;GEN;PRO;SG ACT;NFIN;PSS3;TRANS;V N;PRT;SG 3;ACT;FIN;IND;PRS;SG;V NOM;PASS;SG;V;V.PTCP _
kaikki ystäväni lapset	kaikki ystävä lapsi	DET;NOM GEN;N;PSS1S;SG N;NOM;PL
työvoimatoimiston johtaja yritti toppuutella irtisanoutujaa , koska ja jos mieli muuttuu , edessä on karenssi .	työvoimatoimisto johtaja yrittää toppuutella irtisanoutuja , koska ja jos mieli muuttua , edessä olla karenssi .	GEN;N;SG N;NOM;SG 3;ACT;FIN;IND;PST;SG;V ACT;NFIN;V N;PRT;SG _ CONJ CONJ CONJ N;NOM;SG 3;ACT;FIN;IND;PRS;SG;V _ ADV 3;ACT;FIN;IND;PRS;SG;V N;NOM;SG _
miltä mahtaisi tuntua ?	mikä mahtaa tuntua ?	AT+ABL;PRO 3;ACT;COND;FIN;SG;V ACT;NFIN;V _
aloin kertoa koiralle pitkää juttua siitä , miten ammoin , kolme koirasukupolvea sitten vanha täplä oli helmikuussa tulipalopakkasen päivänä alkanut haukkua talossamme tuolloin sijaitsevan niinsanotun ' yleiskomeron ' oven takana .	alkaa kertoa koira pitkä juttu se , miten ammoin , kolme koirasukupolvi sitten vanha täplä olla helmikuu tulipalopakkanen päivä alkaa haukkua talo tuolloin sijaita niinsanottu ´ yleiskomero ´ ovi takana .	1;ACT;FIN;IND;PST;SG;V ACT;NFIN;V AT+ALL;N;SG ADJ;PRT;SG N;PRT;SG IN+ABL;PRO;SG _ ADV ADV _ NOM;NUM;SG N;PRT;SG ADP ADJ;NOM;SG NOM;PROPN;SG 3;ACT;FIN;IND;PST;SG;V IN+ESS;N;SG GEN;N;SG FRML;N;SG ACT;NOM;SG;V;V.PTCP ACT;NFIN;V IN+ESS;N;PSS1P;SG ADV ACT;GEN;SG;V;V.PTCP ADJ;GEN;SG _ GEN;N;SG _ GEN;N;SG ADP _
budjettia ei ole tehty teollisuuden ehdoin , vaikka niin olisi pitänyt tehdäkin .	budjetti ei olla tehdä teollisuus ehto , vaikka niin olla pitää tehdä .	N;PRT;SG 3;ACT;FIN;NEG;SG;V ACT;FIN;IND;PRS;V NOM;PASS;SG;V;V.PTCP GEN;N;SG INS;N;PL _ CONJ ADV 3;ACT;COND;FIN;SG;V ACT;NOM;SG;V;V.PTCP ACT;NFIN;V _
mäkinenkin innostuu , ammattilainen kun on .	mäkinen innostua , ammattilainen kun olla .	NOM;PROPN;SG 3;ACT;FIN;IND;PRS;SG;V _ N;NOM;SG CONJ 3;ACT;FIN;IND;PRS;SG;V _
ottakaa pois takkia	ottaa pois takki	2;ACT;FIN;IMP;PL;V ADV N;PRT;SG
hän valmistui vuosia sitten .	hän valmistua vuosi sitten .	3;NOM;PRO;SG 3;ACT;FIN;IND;PST;SG;V N;PL;PRT ADP _
poika muistaa tarkasti , missä oli sillä hetkellä , kun tito kuoli .	poika muistaa tarkasti , missä olla se hetki , kun tito kuolla .	N;NOM;SG 3;ACT;FIN;IND;PRS;SG;V ADV _ ADV 3;ACT;FIN;IND;PST;SG;V AT+ESS;DET;SG AT+ESS;N;SG _ CONJ NOM;PROPN;SG 3;ACT;FIN;IND;PST;SG;V _
minun on pakko käydä maksamassa sähkölasku , meiltä on pantu sähköt poikki .	minä olla pakko käydä maksaa sähkölasku , me olla panna sähkö poikki .	1;GEN;PRO;SG 3;ACT;FIN;IND;PRS;SG;V N;NOM;SG ACT;NFIN;V ACT;IN+ESS;NFIN;V N;NOM;SG _ 1;AT+ABL;PL;PRO 3;ACT;FIN;IND;PRS;SG;V NOM;PASS;SG;V;V.PTCP N;NOM;PL ADV _
minä olen varmaan ainoa , joka myöntää suoraan unelmoineensa aina kirjan kirjoittamisesta .	minä olla varmaan ainoa , joka myöntää suoraan unelmoida aina kirja kirjoittaminen .	1;NOM;PRO;SG 1;ACT;FIN;IND;PRS;SG;V PART ADJ;NOM;SG _ NOM;PRO;SG 3;ACT;FIN;IND;PRS;SG;V ADV ACT;GEN;PSS3;SG;V;V.PTCP ADV GEN;N;SG IN+ABL;N;SG _
vaik se on kyl kauheeta jos on tämmönen ilma , kuus tuntia .	vaikka se olla kyllä kauhea jos olla tämmöinen ilma , kuusi tunti .	CONJ NOM;PRO;SG 3;ACT;FIN;IND;PRS;SG;V PART ADJ;PRT;SG CONJ 3;ACT;FIN;IND;PRS;SG;V DET;NOM;SG N;NOM;SG _ NOM;NUM;SG N;PRT;SG _
antilleilta englantiin saapuva krikettijoukkue	antillit englanti saapua krikettijoukkue	AT+ABL;PL;PROPN IN+ALL;PROPN;SG ACT;NOM;SG;V;V.PTCP N;NOM;SG
tapa liikehtiä	tapa liikehtiä	N;NOM;SG ACT;NFIN;V
eri asioita	eri asia	DET N;PL;PRT
kansantanssi ei kehity , ell eivät tanssijat kehity .	kansantanssi ei kehittyä , jos ei tanssija kehittyä .	N;NOM;SG 3;ACT;FIN;NEG;SG;V ACT;FIN;IND;PRS;V _ CONJ 3;ACT;FIN;NEG;PL;V N;NOM;PL ACT;FIN;IND;PRS;V _
mitä sä tämmösiin tuut kun et pärjää , isokokoinen komea , lujanaamainen nainen uhoaa päätä pitempänä .	mitä sinä tämmöinen tulla kun ei pärjätä , isokokoinen komea , lujanaamainen nainen uhota pää pitkä .	ADV 2;NOM;PRO;SG ADJ;IN+ALL;PL 2;ACT;FIN;IND;PRS;SG;V CONJ 2;ACT;FIN;NEG;SG;V ACT;FIN;IND;PRS;V _ ADJ;NOM;SG ADJ;NOM;SG _ ADJ;NOM;SG N;NOM;SG 3;ACT;FIN;IND;PRS;SG;V N;PRT;SG ADJ;CMPR;FRML;SG _
hänen kustantajansa kyösti vilkuna oli läsnä .	hän kustantaja kyösti vilkuna olla läsnä .	3;DET;GEN;SG N;NOM;PSS3;SG NOM;PROPN;SG NOM;PROPN;SG 3;ACT;FIN;IND;PST;SG;V ADV _
vastustaja ei päässyt sinne vaikka yritti esittää kulkuluvankin .	vastustaja ei päästä sinne vaikka yrittää esittää kulkulupa .	N;NOM;SG 3;ACT;FIN;NEG;SG;V ACT;FIN;IND;PST;SG;V ADV CONJ 3;ACT;FIN;IND;PST;SG;V ACT;NFIN;V GEN;N;SG _
me olemme valmiita hoitamaan asian .	me olla valmis hoitaa asia .	1;NOM;PL;PRO 1;ACT;FIN;IND;PL;PRS;V ADJ;PL;PRT ACT;IN+ALL;NFIN;V GEN;N;SG _
odota minä katson .	odottaa minä katsoa .	2;ACT;FIN;IMP;SG;V 1;NOM;PRO;SG 1;ACT;FIN;IND;PRS;SG;V _
kelpo tyttöjä	kelpo tyttö	ADJ N;PL;PRT
