հիմա , իհարկե , շատ ավելին գիտենք ։	հիմա , իհարկե , շատ ավելի գիտենալ ։	ADV _ PART _ ADJ DEF;N;NHUM;NOM;SG 1;ACT;FIN;IND;IPFV;PL;POS;PRS;V _
մենք բոլորս էլ գիտեինք ՝ ինչ է ուզում նա , գիտեինք նաև ապակիացած աչքերի ոչինչ չտեսնելու գաղտնիքը ու նրա շուրջը , ուռած ոտքներիս ու ողնաշարներիս սլքտող ցավը զսպելով ՝ ծխում էինք :	մենք բոլորը էլ գիտենալ ՝ ինչ եմ ուզել նա , գիտենալ նաև ապակիանալ աչք ոչինչ տեսնել գաղտնիք ու նա շուրջը , ուռել ոտք ու ողնաշար սքլտալ ցավ զսպել ՝ ծխել եմ :	1;NOM;PL;PRO NOM;PRO;PSS1 ADV 1;ACT;FIN;IPFV;PL;POS;PROSP;SBJV;V _ INDF;NOM;PRO;SG 3;FIN;IND;IPFV;POS;PRS;SG;V ACT;IPFV;V;V.PTCP 3;NOM;PRO;SG _ 1;ACT;FIN;IPFV;PL;POS;PROSP;SBJV;V CONJ MID;PFV;POS;V;V.PTCP DAT;INDF;N;NHUM;PL PRO ACT;DAT;INDF;NEG;V;V.CVB DEF;N;NHUM;NOM;SG CONJ 3;GEN;PRO;SG ADP _ MID;PFV;POS;V;V.PTCP DAT;N;NHUM;PL;PSS1P CONJ DAT;N;NHUM;PL;PSS1P MID;POS;V;V.PTCP DEF;N;NHUM;NOM;SG ACT;INDF;INS;POS;V;V.CVB _ ACT;IPFV;V;V.PTCP 1;FIN;IND;IPFV;PL;POS;V _
ընդ որում ՝ երկու կողմից էլ ՝ իշխանական ու ընդդիմադիր :	ընդ որ ՝ երկու կողմ էլ ՝ իշխանական ու ընդդիմադիր :	ADP ESS;INDF;PRO;SG _ NUM AT+ABL;INDF;N;NHUM;SG ADV _ ADJ CONJ ADJ _
բլոգերը հուլիսի 14-ին իր էջում գրառում է կատարել հայաստան ժամանելու վերաբերյալ և նշել , որ նպատակ ունի տեսանյութ նկարահանել և կոչ է արել քաղաքացիերին հավաքվել կասկադում և մասնակցել նկարահանումներին :	բլոգեր հուլիս 14 ինքը էջ գրառում եմ կատարել հայաստան ժամանել վերաբերյալ և նշել , որ նպատակ ունենալ տեսանյութ նկարահանել և կոչ եմ անել քաղաքացի հավաքվել կասկադ և մասնակցել նկարահանում :	DEF;HUM;N;NOM;SG DAT;INDF;N;NHUM;SG DAT;DEF;N;NHUM;SG 3;DET;GEN;REFL;SG ESS;INDF;N;NHUM;SG INDF;N;NHUM;NOM;SG 3;FIN;IND;IPFV;POS;PRS;SG;V ACT;PFV;V;V.PTCP INDF;NHUM;NOM;PROPN;SG DAT;INDF;MID;POS;V;V.CVB ADP CONJ ACT;PFV;V;V.PTCP _ CONJ INDF;N;NHUM;NOM;SG 3;ACT;FIN;IND;IPFV;POS;PRS;SG;V INDF;N;NHUM;NOM;SG ACT;NFIN;POS;V CONJ INDF;N;NHUM;NOM;SG 3;FIN;IND;IPFV;POS;PRS;SG;V ACT;PFV;V;V.PTCP DAT;DEF;HUM;N;PL MID;NFIN;POS;V ESS;INDF;NHUM;PROPN;SG CONJ MID;NFIN;POS;V DAT;DEF;N;NHUM;PL _
քայլում էին նրանք ՝ մեր արթնացած հիշողության , մեր քննախույզ հայացքների միջով , դեպի սև քարից տունը , որին դեռ չէինք հասցրել նոր հայացքով նայել ու զարմանալ մինչև հիմա մեր չտեսածի համար , և ով նայում էր նրանց , կարող էր ասել , որ այդ կինը մեր մարտինի կինը չէ ( որին մինչև հիմա չէինք տեսել ) , թեև նրանք ոչ պատահաբար են հայտնվել կողք - կողքի , ոչ էլ ժամանակավորապես , որ սերը կամ նույնիսկ մեղքը չի միացրել նրանց , թեև , մյուս կողմից էլ , կարծես թե ՛ սեր կար , թե ՛ մեղք ։	քայլել եմ նա ՝ մենք արթնանալ հիշողություն , մենք քննախույզ հայացք մեջ , դեպի սև քար տուն , որ դեռ եմ հասնել նոր հայացք նայել ու զարմանալ մինչև հիմա մենք չտեսած համար , և ով նայել եմ նա , կարող եմ ասել , որ այդ կին մենք մարտին կին եմ ( որ մինչև հիմա եմ տեսնել ) , թեև նա ոչ պատահաբար եմ հայտնվել կողք - կողք , ոչ էլ ժամանակավորապես , որ սեր կամ նույնիսկ մեղք եմ միանալ նա , թեև , մյուս կողմ էլ , կարծել թե ՛ սեր կամ , թե ՛ մեղք ։	IPFV;MID;V;V.PTCP 3;FIN;IND;IPFV;PL;POS;V 3;NOM;PL;PRO _ 1;DET;GEN;PL MID;PFV;POS;V;V.PTCP DAT;INDF;N;NHUM;SG _ 1;DET;GEN;PL ADJ DAT;INDF;N;NHUM;PL ADP;INS _ ADP ADJ AT+ABL;INDF;N;NHUM;SG DEF;N;NHUM;NOM;SG _ DAT;DEF;PRO;SG ADV 1;FIN;IND;IPFV;NEG;PL;V ACT;PFV;V;V.PTCP ADJ INDF;INS;N;NHUM;SG MID;NFIN;POS;V CONJ MID;NFIN;POS;V ADP ADV 1;DET;GEN;PL DAT;INDF;N;NHUM;SG ADP _ CONJ NOM;PRO;SG IPFV;MID;V;V.PTCP 3;FIN;IND;IPFV;POS;SG;V 3;DAT;PL;PRO _ ADJ 3;FIN;IND;IPFV;POS;SG;V ACT;NFIN;POS;V _ CONJ DET DEF;HUM;N;NOM;SG 1;DET;GEN;PL DAT;HUM;INDF;PROPN;SG DEF;HUM;N;NOM;SG 3;FIN;IND;IPFV;NEG;PRS;SG;V _ DAT;DEF;PRO;SG ADP ADV 1;FIN;IND;IPFV;NEG;PL;V ACT;PFV;V;V.PTCP _ _ CONJ 3;NOM;PL;PRO CONJ ADV 3;FIN;IND;IPFV;PL;POS;PRS;V MID;PFV;V;V.PTCP INDF;N;NHUM;NOM;SG _ DAT;INDF;N;NHUM;SG _ CONJ PART ADV _ CONJ DEF;N;NHUM;NOM;SG CONJ PART DEF;N;NHUM;NOM;SG 3;FIN;IND;IPFV;NEG;PRS;SG;V ACT;PFV;V;V.PTCP 3;DAT;PL;PRO _ CONJ _ DET AT+ABL;INDF;N;NHUM;SG ADV _ 2;ACT;FIN;POS;PROSP;PRS;SBJV;SG;V CONJ _ INDF;N;NHUM;NOM;SG 3;FIN;IND;IPFV;MID;POS;SG;V _ CONJ _ INDF;N;NHUM;NOM;SG _
փորձը ցույց է տալիս , որ նույն ելք-ում , օրինակ , կան խմբեր , որոնք այդ սահմանագիծը չեն անցնի , կան խմբեր , որոնք կանցնեն :	փորձ ցույց եմ տալ , որ նույն ելք , օրինակ , կամ խումբ , որ այդ սահմանագիծ եմ անցնել , կամ խումբ , որ անցնել :	DEF;N;NHUM;NOM;SG INDF;N;NHUM;NOM;SG 3;FIN;IND;IPFV;POS;PRS;SG;V ACT;IPFV;V;V.PTCP _ CONJ DET ESS;INDF;N;NHUM;SG _ INDF;N;NHUM;NOM;SG _ 3;FIN;IND;IPFV;MID;PL;POS;PRS;V INDF;N;NHUM;NOM;PL _ NOM;PL;PRO DET DEF;N;NHUM;NOM;SG 3;FIN;IND;IPFV;NEG;PL;PRS;V ACT;COND;FIN;PROSP;V _ 3;FIN;IND;IPFV;MID;PL;POS;PRS;V INDF;N;NHUM;NOM;PL _ NOM;PL;PRO 3;ACT;COND;FIN;PL;POS;PROSP;PRS;V _
ղարաբաղյան շարժման առաջին օրերից հայաստանի հասարակությունը փոխվեց . երբեք մենք այդքան հոգատար չենք եղել միմյանց հանդեպ ու երբեք այդքան միասնական չենք պայքարել անարդարության դեմ :	ղարաբաղյան շարժում առաջին օր հայաստան հասարակություն փոխվել . երբեք մենք այդքան հոգատար եմ լինել միմյանց հանդեպ ու երբեք այդքան միասնական եմ պայքարել անարդարություն դեմ :	ADJ DAT;INDF;N;NHUM;SG ADJ AT+ABL;INDF;N;NHUM;PL DAT;INDF;NHUM;PROPN;SG DEF;N;NHUM;NOM;SG 3;FIN;IND;MID;PFV;POS;PST;SG;V _ ADV 1;NOM;PL;PRO ADV ADJ 1;FIN;IND;IPFV;NEG;PL;V PFV;V;V.PTCP DAT;PL;PRO ADP CONJ ADV ADV ADV 1;FIN;IND;IPFV;NEG;PL;V MID;NFIN;POS;V DAT;INDF;N;NHUM;SG ADP _
մեր երկիր կժամանեն ռեժիսորներ , որոնց հրավիրելու համար մենք երկար տարիներ ենք աշխատել , և , վերջապես , նրանցից դրական պատասխաններ ենք ստացել :	մենք երկիր ժամանել ռեժիսոր , որ հրավիրել համար մենք երկար տարի եմ աշխատել , և , վերջապես , նա դրական պատասխան եմ ստանալ :	1;DET;GEN;PL INDF;N;NHUM;NOM;SG 3;COND;FIN;MID;PL;POS;PROSP;PRS;V HUM;INDF;N;NOM;PL _ DAT;PL;PRO ACT;DAT;INDF;POS;V;V.CVB ADP 1;NOM;PL;PRO ADJ INDF;N;NHUM;NOM;PL 3;FIN;IND;IPFV;PL;POS;PRS;V MID;PFV;V;V.PTCP _ CONJ _ ADV _ 3;AT+ABL;PL;PRO ADJ INDF;N;NHUM;NOM;PL 3;FIN;IND;IPFV;PL;POS;PRS;V ACT;PFV;V;V.PTCP _
ուղղակի մի փլուզակ - կտրվածք կար իր երկու կյանքի միջև ։	ուղղակի մի փլուզակ - կտրվածք կամ ինքը երկու կյանք միջև ։	ADV DET INDF;N;NHUM;NOM;SG _ INDF;N;NHUM;NOM;SG 3;FIN;IND;IPFV;MID;POS;SG;V 3;DET;GEN;REFL;SG NUM DAT;INDF;N;NHUM;SG ADP _
դրանից առաջ եղել էր ամն հետախուզության զեկույցը , որում հայտնվում էր արցախում ռազմական լայնածավալ բախման ռիսկի մասին , միաժամանակ արձանագրելով , որ այդ դեպքում ռուսաստանը ստիպված կլինի պաշտպանել հայաստանին :	դա առաջ լինել եմ ամն հետախուզություն զեկույց , որ հայտնել եմ արցախ ռազմական լայնածավալ բախում ռիսկ մասին , միաժամանակ արձանագրել , որ այդ դեպք ռուսաստան ստիպել լինել պաշտպանել հայաստան :	AT+ABL;PRO;SG ADP;NOM MID;PFV;V;V.PTCP 3;FIN;IND;IPFV;POS;SG;V INDF;NHUM;NOM;PROPN;SG DAT;INDF;N;NHUM;SG DEF;N;NHUM;NOM;SG _ ESS;INDF;PRO;SG IPFV;PASS;V;V.PTCP 3;FIN;IND;IPFV;POS;SG;V ESS;INDF;NHUM;PROPN;SG ADJ ADJ DAT;INDF;N;NHUM;SG DAT;INDF;N;NHUM;SG ADP _ ADV ACT;INDF;INS;POS;V;V.CVB _ CONJ DET ESS;INDF;N;NHUM;SG DEF;NHUM;NOM;PROPN;SG PASS;PFV;POS;V;V.PTCP 3;COND;FIN;POS;PROSP;PRS;SG;V ACT;NFIN;POS;V DAT;DEF;NHUM;PROPN;SG _
գլուխը տղամարդավարի փաթաթած է եղել չալմայով ։	գլուխ տղամարդավարի փաթաթել եմ լինել չալմա ։	DEF;N;NHUM;NOM;SG ADV ACT;PFV;POS;V;V.PTCP 3;FIN;IND;IPFV;POS;PRS;SG;V PFV;V;V.PTCP INDF;INS;N;NHUM;SG _
ֆիլմը կենդանիների թերապիայի և ձիասպորտի « կենտավր » ասոցիացիայի մասին է , որը տարածաշրջանում յուրահատուկ հաստատություն է և մասնագիտացած է հաշմանդամություն ունեցող մարդկանց ՝ կենդանիների միջոցով թերապիա տրամադրելու մեջ :	ֆիլմ կենդանի թերապիա և ձիասպորտ « կենտավր » ասոցիացիա մասին եմ , որ տարածաշրջան յուրահատուկ հաստատություն եմ և մասնագիտանալ եմ հաշմանդամություն ունենալ մարդ ՝ կենդանի միջոց թերապիա տրամադրել մեջ :	DEF;N;NHUM;NOM;SG DAT;INDF;N;NHUM;PL DAT;INDF;N;NHUM;SG CONJ DAT;INDF;N;NHUM;SG _ INDF;N;NHUM;NOM;SG _ DAT;INDF;N;NHUM;SG ADP 3;FIN;IND;IPFV;POS;PRS;SG;V _ DEF;NOM;PRO;SG ESS;INDF;N;NHUM;SG ADJ INDF;N;NHUM;NOM;SG 3;FIN;IND;IPFV;POS;PRS;SG;V CONJ MID;PFV;POS;V;V.PTCP 3;FIN;IND;IPFV;POS;PRS;SG;V INDF;N;NHUM;NOM;SG ACT;POS;V;V.PTCP DAT;HUM;INDF;N;PL _ DAT;INDF;N;NHUM;PL INDF;INS;N;NHUM;SG INDF;N;NHUM;NOM;SG ACT;DAT;INDF;POS;V;V.CVB ADP;NOM _
գոնե կարգին եղանակ լիներ , հարութը կօգներ ՝ էրիվան , բայազետ , արան , մի տեղ մի անզավակ ընտանիք կգտներ ՝ կտային , բայց հիմիկվա նման , դեռ ավելի ցուրտ , ձմեռ էր , պտուղն էլ առողջ . պորտն անկտրել , էնքան ճչաց ՜ ...	գոնե կարգին եղանակ լինել , հարութ օգնել ՝ էրիվան , բայազետ , արան , մի տեղ մի անզավակ ընտանիք գտնել ՝ տալ , բայց հիմի նման , դեռ ավելի ցուրտ , ձմեռ եմ , պտուղ էլ առողջ . պորտ անկտրել , այնքան ճչալ ՜ ...	PART ADJ INDF;N;NHUM;NOM;SG 3;FIN;IPFV;MID;POS;PROSP;SBJV;SG;V _ DEF;HUM;NOM;PROPN;SG 3;COND;FIN;IPFV;MID;POS;PROSP;SG;V _ INDF;NHUM;NOM;PROPN;SG _ INDF;NHUM;NOM;PROPN;SG _ INDF;NHUM;NOM;PROPN;SG _ DET INDF;N;NHUM;NOM;SG DET ADJ INDF;N;NHUM;NOM;SG 3;ACT;COND;FIN;IPFV;POS;PROSP;SG;V _ 3;ACT;COND;FIN;IPFV;PL;POS;PROSP;V _ CONJ DAT;INDF;N;NHUM ADP _ PART ADV;CMPR ADJ _ INDF;N;NHUM;NOM;SG 3;FIN;IND;IPFV;POS;SG;V _ DEF;N;NHUM;NOM;SG ADV ADJ _ DEF;N;NHUM;NOM;SG ADJ _ ADV 3;FIN;IND;MID;PFV;POS;PST;SG;V _ _
ելք չկար . դարբինը նույնիսկ մի պարկ ալյուր էլ ավել էր խոստացել ։	ելք կամ . դարբին նույնիսկ մի պարկ ալյուր էլ ավել եմ խոստանալ ։	INDF;N;NHUM;NOM;SG 3;FIN;IND;IPFV;MID;NEG;SG;V _ DEF;HUM;N;NOM;SG PART NUM INDF;N;NHUM;NOM;SG INDF;N;NHUM;NOM ADV ADJ 3;FIN;IND;IPFV;POS;SG;V ACT;PFV;V;V.PTCP _
նայում էինք նրա կողքից քայլող կնոջը , որի մասին ոչինչ չգիտեինք ու չէինք պատկերացնում , որ մարտինը թեկուզ մի քայլ առանց նրա գցած լինի ։	նայել եմ նա կողք քայլել կին , որ մասին ոչինչ գիտենալ ու եմ պատկերանալ , որ մարտին թեկուզ մի քայլ առանց նա գցել լինել ։	IPFV;MID;V;V.PTCP 1;FIN;IND;IPFV;PL;POS;V 3;DET;GEN;SG AT+ABL;INDF;N;NHUM;SG MID;POS;V;V.PTCP DAT;DEF;HUM;N;SG _ DAT;INDF;PRO;SG ADP PRO 1;ACT;FIN;IND;IPFV;NEG;PL;V CONJ 1;FIN;IND;IPFV;NEG;PL;V ACT;IPFV;V;V.PTCP _ CONJ DEF;HUM;NOM;PROPN;SG PART DET INDF;N;NHUM;NOM;SG ADP 3;GEN;PRO;SG ACT;PFV;POS;V;V.PTCP 3;FIN;POS;PROSP;PRS;SBJV;SG;V _
ուսանողների մի մասն իհարկե գնաց ֆիլմը նայելու , մեծ մասն իջավ հրապարակ :	ուսանող մի մաս իհարկե գնալ ֆիլմ նայել , մեծ մաս իջնել հրապարակ :	DAT;HUM;INDF;N;PL DET DEF;N;NHUM;NOM;SG PART 3;FIN;IND;MID;PFV;POS;PST;SG;V DEF;N;NHUM;NOM;SG DAT;INDF;MID;POS;V;V.CVB _ ADJ DEF;N;NHUM;NOM;SG 3;FIN;IND;MID;PFV;POS;PST;SG;V INDF;N;NHUM;NOM;SG _
բողոքի այս ձևը նորություն էր ոչ միայն ցուցարարների , այլև ոստիկանների համար :	բողոք այս ձև նորություն եմ ոչ միայն ցուցարար , այլև ոստիկան համար :	DAT;INDF;N;NHUM;SG DET DEF;N;NHUM;NOM;SG INDF;N;NHUM;NOM;SG 3;FIN;IND;IPFV;POS;SG;V PART ADV DAT;HUM;INDF;N;PL _ CONJ DAT;HUM;INDF;N;PL ADP _
ներսեսը շրջվեց փորի վրա , սողաց նրա կողմը :	ներսես շրջվել փոր վրա , սողալ նա կողմ :	DEF;HUM;NOM;PROPN;SG 3;FIN;IND;MID;PFV;POS;PST;SG;V DAT;INDF;N;NHUM;SG ADP;NOM _ 3;FIN;IND;MID;PFV;POS;PST;SG;V 3;DET;GEN;SG DEF;N;NHUM;NOM;SG _
ինչ որ պահի այդ դինամիկան կարող է բերել նույն էֆեկտին , որ բերեց 2016-ի հուլիսին :	ինչ որ պահ այդ դինամիկա կարող եմ բերել նույն էֆեկտ , որ բերել 2016 հուլիս :	DET PART DAT;INDF;N;NHUM;SG DET DEF;N;NHUM;NOM;SG ADJ 3;FIN;IND;IPFV;POS;PRS;SG;V ACT;NFIN;POS;V DET DAT;DEF;N;NHUM;SG _ CONJ 3;ACT;FIN;IND;PFV;POS;PST;SG;V DAT;INDF;N;NHUM;SG DAT;DEF;N;NHUM;SG _
շրջապատված ծառաներով ու թիկնապահներով ՝ սիմեոնն ընթանում էր բանակի կենտրոնով :	շրջապատել ծառա ու թիկնապահ ՝ սիմեոն ընթանալ եմ բանակ կենտրոն :	PASS;PFV;POS;V;V.PTCP HUM;INDF;INS;N;PL CONJ HUM;INDF;INS;N;PL _ DEF;HUM;NOM;PROPN;SG IPFV;MID;V;V.PTCP 3;FIN;IND;IPFV;POS;SG;V DAT;INDF;N;NHUM;SG INDF;INS;N;NHUM;SG _
պբ առաջապահ զորամասերը շարունակում են վստահորեն իրականացնել իրենց առջև դրված մարտական խնդիրը ՝ անհրաժեշտության դեպքում դիմելով նաև պատասխան գործողությունների :	պբ առաջապահ զորամաս շարունակել եմ վստահորեն իրականանալ ինքը առջև դնել մարտական խնդիր ՝ անհրաժեշտություն դեպք դիմել նաև պատասխան գործողություն :	INDF;NHUM;NOM;PROPN;SG ADJ DEF;N;NHUM;NOM;PL ACT;IPFV;V;V.PTCP 3;FIN;IND;IPFV;PL;POS;PRS;V ADV ACT;NFIN;POS;V 3;DAT;PL;PRO;REFL ADP;NOM PASS;PFV;POS;V;V.PTCP ADJ DEF;N;NHUM;NOM;SG _ DAT;INDF;N;NHUM;SG ESS;INDF;N;NHUM;SG INDF;INS;MID;POS;V;V.CVB CONJ INDF;N;NHUM;NOM;SG DAT;INDF;N;NHUM;PL _
բլաժևիչը նրան միանգամից հեռացրեց հավաքականից :	բլաժևիչ նա միանգամից հեռանալ հավաքական :	DEF;HUM;NOM;PROPN;SG 3;DAT;DEF;PRO;SG ADV 3;ACT;FIN;IND;PFV;POS;PST;SG;V AT+ABL;INDF;N;NHUM;SG _
խորհրդային երկրի կինոդահլիճներում դրսի նոր ֆիլմեր քիչ էին ցուցադրվում , իսկ մեզ համալսարանում հնարավորություն էին տալիս դիտելու 1984-ին նկարահանված ամերիկյան ֆիլմ :	խորհրդային երկիր կինոդահլիճ դուրս նոր ֆիլմ քիչ եմ ցուցադրել , իսկ մենք համալսարան հնարավորություն եմ տալ դիտել 1984 նկարահանել ամերիկյան ֆիլմ :	ADJ DAT;INDF;N;NHUM;SG ESS;INDF;N;NHUM;PL DAT;INDF;N;NHUM;SG ADJ INDF;N;NHUM;NOM;PL ADV 3;FIN;IND;IPFV;PL;POS;V IPFV;PASS;V;V.PTCP _ CONJ 1;DAT;PL;PRO ESS;INDF;N;NHUM;SG INDF;N;NHUM;NOM;SG 3;FIN;IND;IPFV;PL;POS;V ACT;IPFV;V;V.PTCP ACT;DAT;INDF;POS;V;V.CVB DAT;DEF;N;NHUM;SG PASS;PFV;POS;V;V.PTCP ADJ INDF;N;NHUM;NOM;SG _
պետրոսը և մերին գրկախառնվեցին , ապա դուրս եկան սենյակից ։	պետրոս և մերի գրկախառնվել , ապա դուրս գալ սենյակ ։	DEF;HUM;NOM;PROPN;SG CONJ DEF;HUM;NOM;PROPN;SG 3;FIN;IND;PFV;PL;POS;PST;RECP;V _ ADV ADV 3;FIN;IND;MID;PFV;PL;POS;PST;V AT+ABL;INDF;N;NHUM;SG _
այդպես է սովորեցրել պապս ։	այդպես եմ սովորել պապ ։	ADV 3;FIN;IND;IPFV;POS;PRS;SG;V CAUS;PFV;V;V.PTCP HUM;N;NOM;PSS1S;SG _
ինչ ՞ ես կարծում , երբ ՞ կկարողանաս գալ ։	ինչ ՞ եմ կարծել , երբ ՞ կարողանալ գալ ։	INDF;NOM;PRO;SG _ 2;FIN;IND;IPFV;POS;PRS;SG;V ACT;IPFV;V;V.PTCP _ ADV _ 2;COND;FIN;MID;POS;PROSP;PRS;SG;V MID;NFIN;POS;V _
ընդ որում , կարեն կարապետյանը խորհուրդ է տվել չընտրել հհկ թեկնածուներին , եթե ժողովուրդը դժգոհ է կուսակցությունից :	ընդ որ , կարեն կարապետյան խորհուրդ եմ տալ ընտրել հհկ թեկնածու , եթե ժողովուրդ դժգոհ եմ կուսակցություն :	ADP ESS;INDF;PRO;SG _ HUM;INDF;NOM;PROPN;SG DEF;HUM;NOM;PROPN;SG INDF;N;NHUM;NOM;SG 3;FIN;IND;IPFV;POS;PRS;SG;V ACT;PFV;V;V.PTCP ACT;NEG;NFIN;V INDF;NHUM;NOM;PROPN;SG DAT;DEF;HUM;N;PL _ CONJ DEF;HUM;N;NOM;SG ADJ 3;FIN;IND;IPFV;POS;PRS;SG;V AT+ABL;INDF;N;NHUM;SG _
բայց երևի դույլերն էնքան էլ ծանր չէին ։	բայց երևի դույլ այնքան էլ ծանր եմ ։	CONJ PART DEF;N;NHUM;NOM;PL ADV ADV ADJ 3;FIN;IND;IPFV;NEG;PL;V _
խնդիրն այն է , որ հայաստանը ոչ թե փորձի շահագործել շարժման այդ էֆեկտը և « ապրել տոկոսներով » ՝ ինչը գործնականում այլևս դարձել է ոչ միայն անհնար , այլ խիստ վտանգավոր , այլ գեներացնել այն և վերածել պետական էֆեկտիվ քաղաքականության , քանի դեռ կա դրա պատմա - քաղաքական շոշափելի հնարավորությունը :	խնդիր այն եմ , որ հայաստան ոչ թե փորձել շահագործել շարժում այդ էֆեկտ և « ապրել տոկոս » ՝ ինչ գործնական այլևս դառնալ եմ ոչ միայն անհնար , այլ խիստ վտանգավոր , այլ գեներացնել այն և վերածել պետական էֆեկտիվ քաղաքականություն , քանի դեռ կամ դա պատմական - քաղաքական շոշափելի հնարավորություն :	DEF;N;NHUM;NOM;SG PRO;SG 3;FIN;IND;IPFV;POS;PRS;SG;V _ CONJ DEF;NHUM;NOM;PROPN;SG PART CONJ 3;ACT;FIN;POS;PROSP;PRS;SBJV;SG;V ACT;NFIN;POS;V DAT;INDF;N;NHUM;SG DET DEF;N;NHUM;NOM;SG CONJ _ MID;NFIN;POS;V INDF;INS;N;NHUM;PL _ _ DEF;NOM;PRO;SG ESS;INDF;N;NHUM;SG ADV IPFV;MID;V;V.PTCP 3;FIN;IND;IPFV;POS;PRS;SG;V PART ADV ADJ _ CONJ ADV ADJ _ CONJ ACT;NFIN;POS;V PRO;SG CONJ ACT;NFIN;POS;V ADJ ADJ DAT;INDF;N;NHUM;SG _ ADV ADV 3;FIN;IND;IPFV;MID;POS;PRS;SG;V DET;GEN;SG ADJ _ ADJ ADJ DEF;N;NHUM;NOM;SG _
պատվիրատուի տրամադրած տվյալներից , իր երևակայության շնորհիվ , այնպիսի տոհմածառ էր հորինում , որ քեֆդ գալիս էր ։	պատվիրատու տրամադրել տվյալ , ինքը երևակայություն շնորհիվ , այնպիսի տոհմածառ եմ հորինել , որ քեֆ գալ եմ ։	DAT;HUM;INDF;N;SG ACT;PFV;POS;V;V.PTCP AT+ABL;INDF;N;NHUM;PL _ 3;DET;GEN;REFL;SG DAT;INDF;N;NHUM;SG ADP _ DET INDF;N;NHUM;NOM;SG 3;FIN;IND;IPFV;POS;SG;V ACT;IPFV;V;V.PTCP _ CONJ N;NHUM;NOM;PSS2S;SG IPFV;MID;V;V.PTCP 3;FIN;IND;IPFV;POS;SG;V _
մեկն եկավ ՝ մյուս ջոկատներից էր , ասաց .	մեկը գալ ՝ մյուս ջոկատ եմ , ասել .	NOM;PRO 3;FIN;IND;MID;PFV;POS;PST;SG;V _ DET AT+ABL;INDF;N;NHUM;PL 3;FIN;IND;IPFV;POS;SG;V _ 3;ACT;FIN;IND;PFV;POS;PST;SG;V _
հայ ոստիկանները ոչ մի անգամ բռնություն չկիրառեցին :	հայ ոստիկան ոչ մի անգամ բռնություն կիրառել :	ADJ DEF;HUM;N;NOM;PL PART DET INDF;N;NHUM;NOM;SG INDF;N;NHUM;NOM;SG 3;ACT;FIN;IND;NEG;PFV;PL;PST;V _
